19185 2.59029e+07
4472 617 4719.74
4474 5499 778.235
4474 16368 1478.37
4475 4601 1003.37
4476 1588 1992.57
4476 9094 4133.4
4477 18093 76.301
4477 11750 55.903
4478 13349 7964.09
4479 7559 258.084
4480 14215 4658.8
4481 14139 4042.57
4482 18434 1089.52
4483 17125 20.596
4484 1147 144.057
4485 1210 2215.35
4487 9254 202.303
4488 8892 182.915
4489 4302 813.176
4490 11129 71.625
4490 4901 146.976
4491 13802 2223.21
4492 6635 272.424
4493 4367 1049.77
4494 13935 82.635
4496 11512 118.169
4498 12636 52.952
4499 15618 175.644
4500 3774 822.475
4503 7934 3913.19
4504 7488 636.437
4505 6418 1349.33
4506 13284 1547.55
4507 7803 26.204
4508 5052 323.054
4509 2122 1840.87
4510 15695 1848.62
4510 4806 2156.12
4511 18162 67.021
4512 14933 83.834
4513 4156 30.956
4514 4697 5016.14
4515 8083 48.401
4515 2800 16.301
4516 8993 39.771
4517 6463 913.053
4517 12310 966.061
4518 2369 767.313
4519 15876 159.844
4520 13922 1379.62
4521 7719 349.371
4522 5694 6651.54
4523 15232 3254.21
4524 15686 271.825
4525 11340 3340.64
4526 1744 1423.52
4527 9432 123.911
4528 8309 446.745
4529 9413 462.11
4530 726 444.49
4531 3124 154.047
4532 6866 54.077
4533 9935 3101.99
4534 17419 1092.22
4535 12209 427.597
4536 14442 6589.17
4537 4218 413.624
4538 13908 238.083
4539 14170 1.214
4539 14299 78.981
4540 8194 997.801
4541 4265 3268.76
4542 2656 5122.09
4544 768 6094.01
4545 2689 692.316
4546 1794 185.858
4547 16243 608.993
4548 7810 930.986
4549 6479 371.517
4550 14020 1641.28
4551 15474 2295.06
4552 10284 418.115
4553 11639 659.316
4554 10033 199.324
4556 146 1346.79
4556 10688 196.43
4556 17505 499.158
4557 13169 318.991
4558 16243 4.773
4560 12237 2235.79
4560 5167 572.615
4562 11224 313.087
4563 13773 405.433
4564 2191 5414.56
4565 12666 9981.98
4566 14008 573.671
4567 35 506.605
4568 1615 309.38
4570 16338 5769.74
4571 1146 784.666
4572 8503 403.71
4573 3869 495.193
4574 18315 4.24
4575 7931 970.858
4576 4628 7267.18
4577 17417 476.926
4578 14008 457.667
4579 2360 3363.81
4580 8459 3182.5
4581 9961 70.145
4582 6020 682.081
4583 15470 139.752
4584 610 15.531
4585 325 3459.36
4586 6192 2327.41
4586 3528 3524.09
4586 7078 2837.85
4588 11953 665.14
4590 12014 3818.7
4591 294 2780.04
4592 3543 3799.74
4593 13162 991.358
4594 6441 57.58
4596 4679 108.992
4597 5521 5029.15
4597 3966 6548.48
4598 11594 27.184
4599 14664 1740.8
4600 13954 637.838
4601 11243 2316.17
4601 16804 2782.9
4603 294 217.345
4604 4316 527.175
4605 17985 91.672
4606 3435 7481.44
4607 16868 169.433
4608 3291 136.724
4608 16502 311.342
4609 14333 529.319
4610 2059 345.386
4611 3964 6971.91
4612 15924 1754.83
4614 4888 1623.6
4615 13221 7098.52
4616 857 5105.8
4617 2151 1265.18
4617 4944 1178.02
4618 9303 8242.08
4619 4390 4971.27
4620 8213 3559.53
4621 13741 1051.86
4622 18080 1634.67
4623 10470 5553.73
4624 3672 6527.55
4625 7576 87.591
4625 1564 130.59
4626 11887 629.706
4627 13308 305.128
4628 18564 219.236
4629 1528 1225.29
4630 17969 5949.68
4631 10825 3765.98
4632 16841 65.513
4633 5118 8800.74
4634 5777 18.691
4635 6153 120.073
4636 1036 738.234
4637 1611 2409.09
4638 5952 1558.25
4638 4861 579.087
4639 7234 1179.78
4641 6960 8718.08
4643 2993 1512.17
4644 7194 3364.59
4645 3648 893.239
4646 5614 2377.25
4647 12383 93.759
4648 3195 2109.33
4648 10511 1839.86
4649 12248 300.31
4650 160 252.073
4651 13906 7826.35
4652 16079 206.395
4652 13245 211.968
4653 4110 9166.61
4654 8243 4.349
4654 8652 786.494
4655 12539 990.5
4656 8224 601.652
4656 1646 722.673
4656 15607 765.314
4657 12793 974.039
4658 10549 75.87
4659 362 1067.41
4660 10120 1975.04
4662 9989 350.223
4663 13092 133.766
4664 2555 941.294
4665 11731 181.419
4665 2133 183.141
4665 14776 547.98
4667 17783 524.057
4668 16976 1876.62
4669 12150 59.093
4670 12474 31.819
4671 16020 7068.9
4672 14058 35.499
4673 10440 480.139
4673 4906 542.07
4674 1576 110.228
4675 2250 371.551
4676 310 2319.05
4677 10886 9.362
4678 2001 196.5
4679 6635 41.518
4680 10007 2424.79
4681 13648 5037.02
4682 5734 1302.62
4685 1563 44.528
4685 6810 151.071
4686 1994 2116.87
4687 5524 658.843
4688 13474 115.932
4688 16691 179.662
4689 1690 1512.37
4690 8770 1195.76
4692 6662 4014.75
4693 14219 3383.37
4694 5986 8977.53
4695 11045 6977.79
4696 2647 4977.69
4697 1097 2918.67
4699 15818 45.427
4700 8742 83.8
4701 15368 458.407
4702 11064 82.305
4703 11996 154.987
4704 12249 1468.36
4705 18641 722.835
4707 11926 1144.81
4708 14186 45.227
4709 8809 598.729
4710 3792 7147.98
4711 1889 3959.82
4712 17926 2436.27
4713 1160 9.132
4713 2679 9.346
4714 4963 426.44
4714 17 191.752
4715 18508 3060.33
4717 14382 1491.27
4717 10878 2985.85
4718 10016 174.155
4720 6402 414.483
4721 17011 43.959
4721 18314 233.852
4723 4289 2755.89
4724 7594 3730.93
4725 6035 58.564
4726 1985 360.912
4727 7392 358.17
4728 15044 347.86
4729 10966 2453.41
4730 3328 807.495
4731 5136 282.508
4732 11129 1167.91
4733 14012 3068.68
4734 15739 834.183
4734 11712 786.974
4734 12423 1821.65
4736 17879 1022.09
4737 13240 203.218
4738 16974 1015.39
4739 15236 8108.34
4742 14073 34.843
4743 10349 189.405
4744 11757 1766.18
4746 13134 323.922
4747 15623 629.119
4748 18189 127.638
4749 10087 456.384
4750 14793 1126.04
4751 7266 191.432
4753 11993 332.673
4753 13017 381.65
4754 13226 2221.48
4755 5697 164.704
4756 18208 1435.37
4757 6605 152.008
4758 18531 401.224
4758 10819 147.867
4759 15661 565.767
4761 4308 409.445
4761 3943 171.23
4763 17461 37.027
4764 10810 914.869
4765 14808 798.483
4766 10578 86.555
4767 4792 2135.84
4768 9368 2076.61
4769 14009 364.386
4770 11486 3375.77
4771 11213 1013.19
4772 1217 111.651
4772 2206 277.067
4773 3449 1434.58
4774 14488 257.186
4775 1886 3287.33
4776 7550 2787.96
4777 5419 901.515
4778 6453 17.794
4779 13783 35.555
4780 7064 296.446
4781 9726 286.928
4782 11283 3.459
4782 9268 17.652
4783 8173 146.279
4784 12806 1537.08
4785 9501 3353.47
4786 7339 1580.13
4787 10368 249.955
4788 17438 2112.95
4789 5237 214.817
4789 8571 717.455
4790 1965 5103.6
4791 10834 114.879
4792 15412 215.071
4793 9141 9946.7
4794 15353 111.728
4795 1953 673.902
4796 15244 150.327
4797 8834 201.965
4798 13389 1430.3
4798 11956 2171.78
4798 8039 4780.22
4799 8858 3995.86
4801 8931 201.866
4803 7174 654.357
4805 9588 50.807
4806 6130 247.169
4807 17765 3563.63
4808 18681 386.16
4809 4490 559.99
4810 18407 604.177
4810 12559 1939.84
4811 4316 2011.03
4812 13672 92.258
4812 16522 50.955
4812 9128 177.93
4813 2543 66.829
4814 5709 4350.16
4816 6581 62.103
4817 12408 426.718
4818 3954 286.908
4819 12403 204.957
4820 8742 71.233
4821 8695 1175.04
4822 18112 261.167
4823 11412 0.421
4824 6250 1768.72
4825 3318 2433.11
4826 5980 1575.47
4827 10396 354.759
4828 12911 833.88
4830 16603 75.456
4831 9974 644.538
4832 13258 2251.03
4833 3135 164.775
4835 3233 2129.19
4836 6206 19.594
4837 11831 1239.84
4837 17496 507.632
4838 15290 1531.64
4839 5594 1248.93
4840 9848 98.158
4840 4825 70.442
4842 16811 523.065
4843 16690 403.14
4844 2371 2997.94
4844 12347 3924.64
4845 6555 45.771
4848 12689 2326.06
4851 13267 668.109
4852 15631 966.679
4853 14689 71.722
4853 10420 17.352
4854 387 3545.25
4855 5471 118.978
4856 7643 3819.53
4857 15643 74.038
4858 12689 125.031
4858 14142 333.016
4859 17835 517.007
4860 1396 2090.67
4862 1947 3929.18
4863 10815 8027.92
4864 1263 1491.35
4865 14525 98.755
4866 4626 651.701
4867 11353 507.834
4867 17506 174.565
4868 13487 540.9
4869 12458 28.683
4869 7110 21.095
4870 13693 138.802
4871 11568 192.239
4872 5772 2499.24
4872 11587 2435.85
4874 744 272.854
4875 4704 605.833
4876 2020 4388.77
4877 2031 33.226
4877 1788 120.095
4880 18490 485.243
4881 9793 411.817
4882 8356 279.477
4883 7186 117.247
4884 2159 4992.73
4885 1566 703.644
4888 14545 1981.44
4889 3175 231.084
4890 11359 2341.75
4891 6604 1317.86
4892 15734 53.394
4893 14085 619.539
4894 7150 439.129
4896 6826 14.556
4897 5176 138.443
4898 18080 882.877
4899 1871 2854.96
4900 2539 1509.69
4900 5492 1029.1
4901 13226 786.605
4902 8935 1010.14
4902 4443 1058.51
4903 16690 6629.41
4904 9176 48.355
4905 1371 203.153
4907 1623 2467.74
4908 14199 5332.27
4910 13830 1090.97
4910 10416 2204.84
4911 1020 596.09
4912 8822 631.842
4913 1972 2959.24
4914 7834 315.422
4915 2168 14.057
4915 777 11.34
4916 1383 2143.29
4917 14381 3151.2
4919 17738 1278.51
4920 2648 4593.54
4921 13015 1063.43
4922 6946 723.597
4923 2982 3886.12
4924 2534 478.916
4925 9059 23.507
4926 10574 34.993
4927 5608 238.709
4928 7559 21.623
4929 4713 881.863
4930 3724 218.649
4930 5943 138.859
4931 9467 13.947
4932 9521 7853.63
4933 10319 592.897
4934 4632 549.61
4935 17425 666.734
4937 15458 1799.8
4938 12070 1969.15
4938 16433 1098.85
4939 3208 1158.42
4940 13257 12.039
4942 554 88.991
4943 2589 5308.36
4945 5128 441.885
4946 2184 291.953
4947 4125 114.137
4947 18539 858.001
4950 15684 222.621
4951 5353 5186.85
4952 15677 329.055
4953 6095 2175.59
4953 8958 1705.69
4954 6620 32.87
4955 13888 1687.9
4957 11872 3.312
4958 4443 2159.7
4959 13284 269.103
4960 8075 931.164
4960 899 1801.64
4961 13015 45.715
4962 8663 263.43
4964 15449 660.955
4965 9555 5.485
4966 18049 1054.01
4968 13111 717.453
4969 14425 174.373
4970 3180 1151.92
4971 10991 13.032
4971 10234 13
4972 12348 359.203
4973 3833 926.551
4974 9181 4882.81
4975 4391 3323.78
4976 3642 5447.92
4977 8356 97.087
4980 5428 8.152
4982 13777 79.863
4984 7707 1150.15
4985 15389 1650.56
4986 8428 459.107
4987 4933 2171.77
4987 17111 1881.34
4988 9323 9346.95
4989 10361 968.443
4990 17048 741.71
4991 4192 5073.36
4992 10396 340.494
4993 1348 31.769
4994 6478 149.828
4995 16367 495.499
4996 553 4986.67
4997 9381 206.071
4998 9100 43.723
4999 1021 74.705
5000 12612 25.232
5000 11326 13.086
5001 18080 151.811
5002 11801 521.225
5004 6208 3631.03
5005 8876 2828.43
5006 12977 1617.78
5007 11128 5.858
5008 9270 614.878
5008 9910 693.14
5009 12891 5618.31
5010 12981 5.926
5011 17079 6241.34
5012 6635 24.746
5013 15477 1985.21
5014 5501 920.989
5016 16680 444.12
5017 8057 4188.34
5018 7768 6.264
5019 10275 331.899
5020 14791 402.462
5021 13024 447.513
5022 8916 198.838
5023 3530 156.492
5024 2134 4576.53
5025 9655 544.177
5026 3352 238.358
5027 17195 476.397
5028 5734 5841.56
5029 15818 885.711
5030 13585 236.149
5031 1746 1462.32
5032 17690 3369.39
5033 3196 36.368
5034 5973 2912.45
5036 6341 1053.16
5036 17230 417.914
5037 5247 70.813
5037 16456 28.274
5038 12480 1605.32
5039 13283 311.161
5040 7955 68.653
5040 15350 34.132
5041 7969 1677.62
5042 17151 831.726
5043 12079 65.107
5044 13169 25.884
5045 11753 248.981
5046 15091 590.004
5047 3895 119.415
5047 1956 8.013
5048 2024 2658.2
5049 5743 13.877
5051 951 1623.48
5051 1213 183.496
5052 2789 8.051
5053 4057 1670.18
5054 17986 5854.46
5055 2050 490.742
5056 975 1480.3
5058 1998 34.711
5059 7073 447.876
5060 9471 665.751
5061 9241 1660.38
5064 15692 855.426
5065 2425 161.379
5066 13360 244.218
5066 18183 91.939
5067 2116 130.978
5068 12972 8910.74
5070 18534 1187.12
5072 3277 69.161
5073 10170 597.674
5074 114 2746.16
5075 10748 617.793
5076 810 1552.96
5077 5461 3570.62
5078 5600 3514.42
5079 16255 481.1
5080 17454 440.811
5081 4494 3428.08
5082 10826 50.786
5083 3439 771.094
5084 17385 132.212
5085 12298 179.856
5086 1741 107.656
5087 2263 3712.97
5088 1743 1119.69
5088 8772 1084.36
5090 3432 31.895
5091 3445 3078.57
5092 2736 41.624
5092 12288 115.973
5092 14215 47.83
5093 5477 32.968
5094 2664 796.276
5094 16041 84.629
5095 14255 2.463
5096 3432 1918.82
5097 5412 365.942
5098 7823 269.547
5100 18643 14.498
5101 5583 275.999
5102 3447 348.127
5103 6035 3543.27
5104 12438 0.647
5105 17673 187.805
5106 10586 2178.84
5107 2136 40.849
5108 18033 109.009
5109 12824 128.375
5110 372 2249.54
5111 5935 332.534
5112 15686 1018.91
5114 945 7325.73
5115 13345 3500.9
5116 14813 2073.5
5118 11551 27.204
5119 3903 3852.14
5120 11583 1783.96
5121 8228 1494.65
5123 15841 2708.07
5124 8238 214.5
5125 11138 753.364
5127 1934 24.653
5127 10743 35.432
5128 1640 77.43
5129 18084 791.693
5130 13693 7467.11
5131 17814 422.167
5131 1456 4268.18
5132 4495 45.39
5132 5991 82.48
5133 18041 5051.26
5134 3812 311.149
5135 11035 2152.84
5136 1739 371.39
5137 2263 75.742
5138 3212 588.025
5138 4896 409.463
5138 7147 621.313
5139 4928 966.429
5141 4026 609.916
5142 7080 2882.94
5143 17112 6015.19
5144 16365 2182.76
5145 12544 178.059
5146 744 47.568
5147 8196 30.811
5148 14104 411.855
5149 5532 2050.47
5150 16089 2908.79
5151 2696 250.646
5152 18337 426.272
5153 5233 814.08
5154 18080 3866.11
5154 3206 1598.48
5155 6852 275.905
5156 12306 2334.7
5157 16724 5.937
5158 17650 8193.44
5159 3247 185.068
5160 5742 868.588
5161 3699 5045.67
5162 2163 5033.73
5163 5883 280.291
5164 5883 239.197
5166 17793 832.708
5167 425 1191.14
5168 10169 377.059
5169 17830 2460.92
5170 4713 32.206
5171 7987 131.782
5172 7241 49.642
5172 1684 1.567
5173 5600 123.894
5173 14489 34.458
5173 9295 106.457
5173 2015 110.14
5174 13949 141.401
5174 14024 821.953
5176 16497 721.987
5177 15699 2524.08
5178 5952 941.075
5179 13872 1689.84
5180 2392 2507.89
5181 1295 396.145
5183 1993 960.504
5184 10985 1087.05
5185 4281 1832.01
5186 8489 236.11
5187 11243 786.935
5190 13987 358.229
5192 7001 462.425
5193 3158 5241.02
5195 590 128.683
5195 13480 56.445
5197 7093 2242.37
5198 5912 971.392
5198 7611 1136.5
5199 6087 663.63
5200 15897 473.395
5201 836 1581.02
5202 17673 177.581
5203 10957 1833.93
5204 9378 242.311
5205 8300 376.193
5206 10897 3028.29
5207 1727 1413.54
5208 16690 115.148
5210 11527 344.237
5211 11983 5.648
5212 8111 322.82
5213 18260 9.81
5215 3551 2004.85
5216 10380 97.266
5218 18178 2439.42
5219 13134 9469.34
5220 2123 1943.8
5220 4070 279.485
5221 7847 2677.12
5222 5136 507.21
5223 15053 118.596
5224 1613 2985.03
5225 15409 51.256
5226 1019 200.986
5227 11521 10.447
5228 11200 3823.2
5228 1143 2550.57
5229 2156 912.419
5230 15357 1949.58
5231 8499 534.11
5232 1113 117.191
5233 5153 128.378
5234 7255 2084.76
5236 16604 339.847
5237 9599 570.366
5238 511 2155.54
5239 824 1586.03
5240 9318 1944.99
5241 14569 1200.27
5242 18018 658.187
5242 8029 917.957
5243 979 1775.78
5244 2308 16.288
5244 2873 24.203
5244 6313 18.094
5244 5593 15.709
5245 9254 1307.1
5246 5699 9.675
5247 2345 82.205
5248 11395 93.181
5249 5223 1432.6
5250 4492 1189.74
5251 7662 431.181
5252 12273 374.685
5253 16963 3024.47
5254 15374 1108.05
5255 17762 867.393
5256 14930 980.399
5257 9135 28.87
5258 5018 125.228
5259 5550 478.872
5260 9717 1985.65
5261 6871 2576.87
5262 12458 439.329
5264 13622 254.811
5265 8857 3519.07
5266 13834 99.211
5266 14888 177.75
5267 5548 713.326
5268 14683 83.142
5269 18671 8084.28
5271 1163 3305.98
5273 14728 1406.11
5274 7578 1235.78
5275 7912 132.298
5276 10031 142.326
5277 12440 314.319
5278 7943 2160.14
5279 12848 141.154
5279 7410 119.338
5280 18371 390.94
5281 580 744.528
5282 12228 109.831
5284 11664 8.998
5285 7428 644.335
5286 2244 2839.49
5287 15674 4117.81
5288 9885 466.668
5289 5283 8742.46
5290 4658 185.633
5291 12046 66.857
5293 11572 612.833
5294 17090 575.347
5295 12785 97.252
5295 2831 327.592
5296 10533 2719.86
5297 12231 4276.84
5299 10118 535.195
5300 6651 2203.61
5300 12223 718.448
5301 6895 789.234
5302 5386 569.593
5303 4773 610.191
5304 539 2873.77
5305 4978 582.076
5306 2252 755.184
5307 3394 5744.04
5308 15656 10.251
5308 11404 61.738
5309 17307 151.584
5310 15937 814.987
5311 16467 133.586
5312 12401 447.533
5313 17038 721.247
5314 12866 1881.68
5315 18613 112.129
5316 2308 353.272
5316 12465 216.892
5317 16123 243.795
5318 9323 715.876
5319 11174 213.334
5320 3081 447.051
5321 9727 7543.59
5322 18460 1677.58
5323 12386 339.466
5324 5968 3276.59
5325 16467 58.543
5326 14520 699.676
5327 8422 20.474
5328 18385 340.842
5329 10554 50.228
5330 2223 106.642
5331 184 1018.73
5332 16452 138.786
5333 11357 208.15
5335 17870 76.344
5336 7836 6511.31
5337 1024 1733.9
5338 8598 227.962
5339 16278 630.079
5340 10460 1066.44
5341 8775 915.721
5342 8350 411.95
5343 2115 716.599
5344 14734 409.03
5345 13088 550.923
5346 16869 3983.42
5346 11537 2069.21
5347 18187 9433.84
5348 17240 9345.91
5349 12240 413.409
5351 417 8274.54
5352 5582 3598.3
5353 1935 83.845
5353 12737 218.986
5354 16299 76.98
5354 9508 138.807
5354 4494 138.548
5355 10269 315.563
5356 7977 156.567
5357 4635 24.606
5358 9633 1551.96
5359 16367 2524.21
5360 7063 3513.27
5361 7688 495.765
5362 6812 32.621
5364 9509 4159.96
5366 15046 54.849
5368 9930 3240.47
5370 5200 479.546
5371 4101 730.747
5372 14897 347.191
5374 12239 1188.19
5375 6014 663.847
5376 821 7543.96
5377 12138 59.047
5377 9222 63.498
5378 16732 174.733
5379 16772 70.268
5379 3717 113.842
5380 17729 217.403
5381 4160 131.228
5382 6382 823.613
5383 13015 462.731
5384 8114 1550.48
5386 2590 780.006
5387 11416 1259.66
5388 10777 2632.27
5389 9012 751.623
5391 2792 510.791
5391 14590 804.561
5392 3801 206.682
5393 12849 512.211
5394 12005 2218.73
5395 3719 48.613
5396 11795 1569.02
5397 7401 256.732
5397 17562 78.469
5398 5983 144.617
5399 4853 2327.5
5400 14145 75.257
5401 3420 6139.06
5402 9262 174.687
5403 2881 530.626
5403 15719 95.473
5404 10273 460.643
5405 7295 4147.43
5406 15051 109.164
5407 856 1685.83
5408 2290 289.625
5409 12975 26.95
5410 4311 708.424
5411 6110 1708.69
5412 16202 9.248
5413 9444 183.993
5414 11844 3056.57
5415 15455 1821.54
5416 12247 1766.64
5417 2613 81.998
5418 5818 1250.7
5419 16398 65.46
5419 13288 3.136
5420 2870 229.869
5421 16896 626.166
5422 4263 1865.84
5423 12943 854.154
5424 12382 2087.74
5425 3869 3900.84
5426 4670 7.165
5427 13885 1933.73
5427 18511 1234.89
5428 11869 70.883
5428 13784 67.256
5429 2714 203.648
5430 5506 344.062
5431 12113 2130.47
5432 9850 765.596
5433 1451 7104.66
5434 1953 2705.52
5435 12249 494.092
5436 3793 364.177
5437 10415 220.469
5438 9684 9328.17
5439 18282 6132.71
5441 629 190.031
5442 5390 444.04
5443 10287 842.095
5444 5870 892.45
5445 1420 384.599
5446 6865 1725.17
5447 7744 575.156
5449 5496 1629.66
5450 7499 1034.13
5451 1417 1460.01
5452 14629 3766.17
5452 5459 7370.26
5453 12874 6790.88
5454 290 732.663
5455 10611 470.938
5456 13491 1187.96
5457 10184 1369.16
5458 6358 66.913
5460 8919 8577.09
5461 12614 2204.04
5462 17517 972.442
5462 18766 619.119
5463 5395 69.697
5464 15678 903.341
5465 11595 764.431
5466 3632 667.589
5467 8919 4841.94
5468 914 318.584
5469 5428 47.895
5470 17370 1428.25
5471 2333 1152.92
5471 1511 1301.03
5472 14098 1173.01
5473 6044 1525.9
5474 7836 2386.76
5475 11554 168.788
5475 5664 110.733
5476 11217 2460.2
5477 5246 126.531
5477 9286 63.227
5478 15150 1601.31
5480 16368 1792.25
5482 13491 98.399
5484 18084 3233.37
5486 9222 75.7
5487 15317 233.894
5488 13515 5379.88
5489 9197 466.289
5490 4283 67.669
5490 5856 183.64
5491 13913 2613.68
5493 12706 399.708
5493 718 177.815
5494 10258 3141.04
5495 3769 259.738
5496 9696 595.753
5496 13499 245.663
5497 6993 181.897
5499 11017 73.77
5500 5783 7114.8
5501 2695 77.894
5502 16892 80.4
5502 5626 244.883
5503 18063 814.679
5504 14475 1126.28
5505 2134 2123.57
5506 9182 493.487
5507 11527 112.539
5508 15992 427.763
5509 6829 332.579
5510 8803 449.056
5511 1552 126.989
5512 17892 817.572
5513 12414 1586.62
5514 10215 3159.48
5515 11902 242.971
5516 11653 881.988
5517 4823 175.731
5518 17437 59.776
5519 7662 4032.04
5522 5118 105.822
5524 9884 254.173
5525 10683 2942.23
5526 4479 43.171
5527 7231 377.124
5527 11333 506.67
5528 4316 679.042
5529 10826 4619.42
5530 5197 772.233
5531 889 258.588
5532 3353 385.323
5532 12630 93.448
5533 12260 168.045
5534 12832 1870.59
5534 9825 1184.14
5535 17347 788.735
5536 18537 3485.59
5538 15795 1862.05
5539 2836 342.988
5540 15412 478.14
5540 568 73.616
5541 13278 1434.22
5541 17062 490.961
5542 13741 52.946
5543 6166 3240.1
5545 5223 85.933
5546 1875 565.675
5547 1647 6902.78
5548 10706 140.802
5549 11718 145.795
5549 9285 91.468
5550 438 164.662
5550 18341 58.942
5551 9790 466.284
5552 4302 124.785
5553 15065 91.953
5554 8415 233.784
5555 16590 325.804
5556 6183 710.026
5557 13576 2970.85
5558 8213 790.661
5559 305 233.605
5560 11117 212.445
5562 10998 3442.05
5563 13666 47.916
5564 10242 1650.99
5565 10940 887.225
5566 14903 9451.92
5567 11906 300.972
5568 6290 67.146
5568 11192 13.884
5569 6104 265.216
5570 6211 51.766
5571 7715 676.665
5572 7290 5445.07
5573 6680 340.109
5574 18416 258.788
5575 14927 1463.45
5576 5039 3727.17
5577 9892 260.894
5578 6593 414.836
5580 8335 1060.54
5581 17982 2342.95
5581 17335 2261.13
5582 8607 17.218
5584 3118 946.546
5585 927 442.573
5586 7501 2684.17
5587 3999 78.167
5587 4264 308.722
5588 8485 486.18
5589 4670 6243.48
5591 8778 4959.22
5592 5537 328.157
5594 9470 604.068
5594 1769 705.56
5594 11250 841.382
